mng_item	LJ_rank	Swadesh100	Swadesh200	ura100	ura149	concept	language	lgid3	item	item_IPA	form_set	cogn_set	borr_source	borr_qual	ETYm_notes	ref_borr	glossing_notes	general_notes	ref_abbr	age_term_pq (BCE/CE)	age_term_aq (BCE/CE)
3	3	0	0	1	1	go / mennä	South Saami	101	mïnnedh		1	a	U		*meni - *mene-.	SSA, NES, UEW			NSsNdb		
3	3	0	0	1	1	go / mennä	South Saami	101	juhtedh		8	h	Saamic						NSsNdb		
3	3	0	0	1	1	go / mennä	Ume Saami	102	mannat		1	a	U		*meni - *mene-.	SSA, NES, UEW			WbWlap		
3	3	0	0	1	1	go / mennä	Pite Saami	104	mannat		1	a	U		*meni - *mene-.	SSA, NES, UEW					
3	3	0	0	1	1	go / mennä	North Saami	105	mannat		1	a	U		*meni - *mene-.	SSA, NES, UEW			SSSg		
3	3	0	0	1	1	go / mennä	Inari Saami	106	moonnađ		1	a	U		*meni - *mene-.	SSA, NES, UEW			InsSSk		
3	3	0	0	1	1	go / mennä	Skolt Saami	107	mõõnnâd		1	a	U		*meni - *mene-.	SSA, NES, UEW			SKosSk		
3	3	0	0	1	1	go / mennä	Kildin Saami	108	mēnne		1	a	U		*meni - *mene-.	SSA, NES, UEW			WOLD		
3	3	0	0	1	1	go / mennä	Standard Finnish	203	mennä		1	a	U		*meni - *mene-.	SSA, NES, UEW			-		
3	3	0	0	1	1	go / mennä	Karelian Proper	204	männä		1	a	U		*meni - *mene-.	SSA, NES, UEW		In Olonets Karelian (Livvi), "mennä"	KKSV		
3	3	0	0	1	1	go / mennä	Veps	207	mändä		1	a	U		*meni - *mene-.	SSA, NES, UEW			VVS		
3	3	0	0	1	1	go / mennä	Ingrian	208	männä		1	a	U		*meni - *mene-.	SSA, NES, UEW			InkmSk		
3	3	0	0	1	1	go / mennä	Western Votic	209	menemä		1	a	U		*meni - *mene-.	SSA, NES, UEW			VKJMS		
3	3	0	0	1	1	go / mennä	Western Votic	209	lähtemä		2	b	FU			EES			VKJMS		
3	3	0	0	1	1	go / mennä	Standard Estonian	210	minna		1	a	U		*meni - *mene-.	SSA, NES, UEW		Suppletive verb; stem "lähe-" also used in conjugation	SVSk		
3	3	0	0	1	1	go / mennä	Standard Estonian	210	lähe- ~ läi- ~ läk-		2	b	FU			EES		Stem used in conjugation of suppletive verb "minna"; cogn. with Fin "lähteä" 'depart'	SVSk		
3	3	0	0	1	1	go / mennä	Võro South Estonian	211	minemä		1	a	U		*meni - *mene-.	SSA, NES, UEW		Suppletive verb; stem "lätt-" also used in conjugation	VESr		
3	3	0	0	1	1	go / mennä	Võro South Estonian	211	lätt-		2	b	FU			EES		Stem used in conjugation of suppletive verb "minemä"; cogn. with Fin "lähteä" 'depart'	VESr		
3	3	0	0	1	1	go / mennä	Courland Livonian	212	lǟʾdə		2	b	FU		Cogn. with Fin "lähteä" 'depart'	EES			LivWb		
3	3	0	0	1	1	go / mennä	Erzya	301	molʹems		4	d	FU		From PFU *mulɜ- 'go by'				MordWb		
3	3	0	0	1	1	go / mennä	Meadow Mari	401	mijem		1	a	U		*meni - *mene-.	SSA, NES, UEW	'Go to'; inherent allative meaning		SMSk, TscherWb		
3	3	0	0	1	1	go / mennä	Meadow Mari	401	kajem		5	e	Volga Bulgar Turkic	probable	Because of vowel history possibly from a Volga Volga Bulgar Turkic dialect that was not precessor of Chuvas, Possibly cogn. with Fin "käydä" 'visit, roam, come about'	Bereczki2013	'Go, move'		SMSk, TscherWb		
3	3	0	0	1	1	go / mennä	Komi-Zyrian	501	munni̮		1	a	U		*meni - *mene-.	SSA, NES, UEW			SyrjWsch		
3	3	0	0	1	1	go / mennä	Komi-Permyak	503	munni̮		1	a	U		*meni - *mene-.	SSA, NES, UEW			KoPRSl		
3	3	0	0	1	1	go / mennä	Udmurt	504	mi̮ni̮ni̮		1	a	U		*meni - *mene-.	SSA, NES, UEW			WotjWsch		
3	3	0	0	1	1	go / mennä	Hungarian	601	megy		1	a	U		*meni - *mene-.	SSA, NES, UEW			FMSz		
3	3	0	0	1	1	go / mennä	Sosva Mansi	701	mīni ~ mini		1	a	U		*meni - *mene-.	SSA, NES, UEW			WogWb		
3	3	0	0	1	1	go / mennä	Sosva Mansi	701	jōmi		6	f							WogWb		
3	3	0	0	1	1	go / mennä	Vakh-Vasyugan Khanty	807	mən-		1	a	U		*meni - *mene-.	SSA, NES, UEW			DEWbOstj		
3	3	0	0	1	1	go / mennä	Vakh-Vasyugan Khanty	807	jǝl-		3	c	UGR		Unclear. In DEWOSS connection to wrong Hung equivalent (Sipos 2003)	UEW (uralonet), DEWOS, Sipos 2003			DEWbOstj		
3	3	0	0	1	1	go / mennä	Tundra Nenets	902	myincy°		1	a	U		*meni - *mene-.	SSA, NES, UEW			JurSWb		
3	3	0	0	1	1	go / mennä	Selkup	907	quə̑n-		7	g							SölkWb		
4	4	1	1	-	1	water / vesi	Proto-Uralic*	0	*weti		1	a							UEW, Sam88		ca 2000 BCE
4	4	1	1	-	1	water / vesi	South Saami	101	tjaetsie		2	b	FU		Equivalents in Ob-Ugric, unclear connection	UEW, Sammallahti 1988.			NSsNdb		ca 2000 BCE
4	4	1	1	-	1	water / vesi	Ume Saami	102	tjaahtsee		2	b	FU		Equivalents in Ob-Ugric, unclear connection	UEW, Sammallahti 1988.			WbWlap		ca 2000 BCE
4	4	1	1	-	1	water / vesi	Pite Saami	104	tjáhtse		2	b	FU		Equivalents in Ob-Ugric, unclear connection	UEW, Sammallahti 1988.					ca 2000 BCE
4	4	1	1	-	1	water / vesi	North Saami	105	čáhci		2	b	FU		Equivalents in Ob-Ugric, unclear connection	UEW, Sammallahti 1988.			SSSg		ca 2000 BCE
4	4	1	1	-	1	water / vesi	Inari Saami	106	čääci		2	b	FU		Equivalents in Ob-Ugric, unclear connection	UEW, Sammallahti 1988.			InsSSk		ca 2000 BCE
4	4	1	1	-	1	water / vesi	Skolt Saami	107	čääʹcc		2	b	FU		Equivalents in Ob-Ugric, unclear connection	UEW, Sammallahti 1988.			SKosSk		ca 2000 BCE
4	4	1	1	-	1	water / vesi	Kildin Saami	108	čāʒ’		2	b	FU		Equivalents in Ob-Ugric, unclear connection	UEW, Sammallahti 1988.			WOLD		ca 2000 BCE
4	4	1	1	-	1	water / vesi	Standard Finnish	203	vesi		1	a	Proto-Indo-European	probable	*wete	Mikko, SSA, NES,Häkkinen 2009, Koivulehto1999.			-		ca 2000 BCE
4	4	1	1	-	1	water / vesi	Karelian Proper	204	vesi		1	a	Proto-Indo-European	probable	*wete	Mikko, SSA, NES,Häkkinen 2009, Koivulehto1999.			KKSV		ca 2000 BCE
4	4	1	1	-	1	water / vesi	Veps	207	vezi		1	a	Proto-Indo-European	probable	*wete	Mikko, SSA, NES,Häkkinen 2009, Koivulehto1999.			VVS		ca 2000 BCE
4	4	1	1	-	1	water / vesi	Ingrian	208	vezi		1	a	Proto-Indo-European	probable	*wete	Mikko, SSA, NES,Häkkinen 2009, Koivulehto1999.			InkmSk		ca 2000 BCE
4	4	1	1	-	1	water / vesi	Western Votic	209	vesi		1	a	Proto-Indo-European	probable	*wete	Mikko, SSA, NES,Häkkinen 2009, Koivulehto1999.			VKJMS		ca 2000 BCE
4	4	1	1	-	1	water / vesi	Standard Estonian	210	vesi		1	a	Proto-Indo-European	probable	*wete	Mikko, SSA, NES,Häkkinen 2009, Koivulehto1999.			SVSk		ca 2000 BCE
4	4	1	1	-	1	water / vesi	Võro South Estonian	211	vesi		1	a	Proto-Indo-European	probable	*wete	Mikko, SSA, NES,Häkkinen 2009, Koivulehto1999.			VESr		ca 2000 BCE
4	4	1	1	-	1	water / vesi	Courland Livonian	212	veiʾž ~ veʾžʹ		1	a	Proto-Indo-European	probable	*wete	Mikko, SSA, NES,Häkkinen 2009, Koivulehto1999.			LivWb		ca 2000 BCE
4	4	1	1	-	1	water / vesi	Erzya	301	vedʹ		1	a	Proto-Indo-European	probable	*wete	Mikko, SSA, NES,Häkkinen 2009, Koivulehto1999.			MordWb		ca 2000 BCE
4	4	1	1	-	1	water / vesi	Meadow Mari	401	βüt		1	a	Proto-Indo-European	probable	*wete	Mikko, SSA, NES,Häkkinen 2009, Koivulehto1999.			SMSk, TscherWb		ca 2000 BCE
4	4	1	1	-	1	water / vesi	Komi-Zyrian	501	va		1	a	Proto-Indo-European	probable	*wete	Mikko, SSA, NES,Häkkinen 2009, Koivulehto1999.			SyrjWsch		ca 2000 BCE
4	4	1	1	-	1	water / vesi	Komi-Permyak	503	va		1	a	Proto-Indo-European	probable	*wete	Mikko, SSA, NES,Häkkinen 2009, Koivulehto1999.			KoPRSl		ca 2000 BCE
4	4	1	1	-	1	water / vesi	Udmurt	504	vu		1	a	Proto-Indo-European	probable	*wete	Mikko, SSA, NES,Häkkinen 2009, Koivulehto1999.			WotjWsch		ca 2000 BCE
4	4	1	1	-	1	water / vesi	Hungarian	601	víz		1	a	Proto-Indo-European	probable	*wete	Mikko, SSA, NES,Häkkinen 2009, Koivulehto1999.			FMSz		ca 2000 BCE
4	4	1	1	-	1	water / vesi	Sosva Mansi	701	wit		1	a	Proto-Indo-European	probable	*wete	Mikko, SSA, NES,Häkkinen 2009, Koivulehto1999.			WogWb		ca 2000 BCE
4	4	1	1	-	1	water / vesi	Vakh-Vasyugan Khanty	807	jəŋk		3	c	FU		From PFU *jäŋi 'ice'	UEW			DEWbOstj		ca 2000 BCE
4	4	1	1	-	1	water / vesi	Tundra Nenets	902	yiq		1	a	Proto-Indo-European	probable	*wete	Mikko, SSA, NES,Häkkinen 2009, Koivulehto1999.			JurSWb		ca 2000 BCE
4	4	1	1	-	1	water / vesi	Selkup	907	üt		1	a	Proto-Indo-European	probable	*wete	Mikko, SSA, NES,Häkkinen 2009, Koivulehto1999.			SölkWb		ca 2000 BCE
5	5	1	1	1	1	mouth / suu	Proto-Uralic*	0	*aŋi̮		5	e					'Opening, hollow'; 'mouth'		UEW, Sam88		
5	5	1	1	1	1	mouth / suu	South Saami	101	njaelmie		2	b	FU		*ńälmä  nyelv	Sammallahti 1988, UEW			NSsNdb		
5	5	1	1	1	1	mouth / suu	Ume Saami	102	njàlˈbmee		2	b	FU		*ńälmä  nyelv	Sammallahti 1988, UEW			WbWlap		
5	5	1	1	1	1	mouth / suu	Pite Saami	104	njálbme		2	b	FU		*ńälmä  nyelv	Sammallahti 1988, UEW					
5	5	1	1	1	1	mouth / suu	North Saami	105	njálbmi		2	b	FU		*ńälmä  nyelv	Sammallahti 1988, UEW			SSSg		
5	5	1	1	1	1	mouth / suu	Inari Saami	106	njälmi		2	b	FU		*ńälmä  nyelv	Sammallahti 1988, UEW			InsSSk		
5	5	1	1	1	1	mouth / suu	Skolt Saami	107	njäʹlmm		2	b	FU		*ńälmä  nyelv	Sammallahti 1988, UEW			SKosSk		
5	5	1	1	1	1	mouth / suu	Kildin Saami	108	njāll’m		2	b	FU		*ńälmä  nyelv	Sammallahti 1988, UEW			WOLD		
5	5	1	1	1	1	mouth / suu	Standard Finnish	203	suu		1	a	U		*śuwe	SSA, NES, UEW			-		
5	5	1	1	1	1	mouth / suu	Karelian Proper	204	suu		1	a	U		*śuwe	SSA, NES, UEW			KKSV		
5	5	1	1	1	1	mouth / suu	Veps	207	su		1	a	U		*śuwe	SSA, NES, UEW			VVS		
5	5	1	1	1	1	mouth / suu	Ingrian	208	sū		1	a	U		*śuwe	SSA, NES, UEW			InkmSk		
5	5	1	1	1	1	mouth / suu	Western Votic	209	sū		1	a	U		*śuwe	SSA, NES, UEW			VKJMS		
5	5	1	1	1	1	mouth / suu	Standard Estonian	210	suu		1	a	U		*śuwe	SSA, NES, UEW			SVSk		
5	5	1	1	1	1	mouth / suu	Võro South Estonian	211	suu		1	a	U		*śuwe	SSA, NES, UEW			VESr		
5	5	1	1	1	1	mouth / suu	Courland Livonian	212	sū		1	a	U		*śuwe	SSA, NES, UEW			LivWb		
5	5	1	1	1	1	mouth / suu	Erzya	301	kurgo		3	c	PFV / Mordvinic 		Connection to 'kurkku' (has a ger loan source) or onomatopoetic develompment	Vershinin 2004b, Cygnakin & Mosin 2015			MordWb		
5	5	1	1	1	1	mouth / suu	Meadow Mari	401	umša		4	d	PFV		Equivalents in Saamic				SMSk, TscherWb		
5	5	1	1	1	1	mouth / suu	Komi-Zyrian	501	vom		5	e	U			KESK			SyrjWsch		
5	5	1	1	1	1	mouth / suu	Komi-Permyak	503	e̮m		5	e	U			KESK			KoPRSl		
5	5	1	1	1	1	mouth / suu	Udmurt	504	i̮m		5	e	U			KESK			WotjWsch		
5	5	1	1	1	1	mouth / suu	Hungarian	601	száj		1	a	U		*śuwe	SSA, NES, UEW			FMSz		
5	5	1	1	1	1	mouth / suu	Sosva Mansi	701	sūp		1	a	U		*śuwe	SSA, NES, UEW			WogWb		
5	5	1	1	1	1	mouth / suu	Sosva Mansi	701	tūs		6	f							WogWb		
5	5	1	1	1	1	mouth / suu	Vakh-Vasyugan Khanty	807	lul		7	g	FU			UEW (uralonet), DEWOS			DEWbOstj		
5	5	1	1	1	1	mouth / suu	Tundra Nenets	902	nyah		5	e	U			KESK			JurSWb		
5	5	1	1	1	1	mouth / suu	Selkup	907	āŋ		5	e	U			KESK			SölkWb		
6	6	1	1	1	1	tongue / kieli	Proto-Uralic*	0	*käli		1	a							UEW, Sam88		
6	6	1	1	1	1	tongue / kieli	South Saami	101	njoektjeme		2	b	FU		*ńi̮kćimi (Sammallahti) Aikio 2015 rejects Samoyedic equivalents,  UEW has Samoyedic connection	UEW, Aikio 2015, Sammallahti 1998.			NSsNdb		
6	6	1	1	1	1	tongue / kieli	Ume Saami	102	njuaktjoo, njuaktjama		2	b	FU		*ńi̮kćimi (Sammallahti) Aikio 2015 rejects Samoyedic equivalents,  UEW has Samoyedic connection	UEW, Aikio 2015, Sammallahti 1998.			WbWlap		
6	6	1	1	1	1	tongue / kieli	Pite Saami	104	njuoktjam		2	b	FU		*ńi̮kćimi (Sammallahti) Aikio 2015 rejects Samoyedic equivalents,  UEW has Samoyedic connection	UEW, Aikio 2015, Sammallahti 1998.					
6	6	1	1	1	1	tongue / kieli	North Saami	105	njuovčča		2	b	FU		*ńi̮kćimi (Sammallahti) Aikio 2015 rejects Samoyedic equivalents,  UEW has Samoyedic connection	UEW, Aikio 2015, Sammallahti 1998.			SSSg		
6	6	1	1	1	1	tongue / kieli	Inari Saami	106	njuovča		2	b	FU		*ńi̮kćimi (Sammallahti) Aikio 2015 rejects Samoyedic equivalents,  UEW has Samoyedic connection	UEW, Aikio 2015, Sammallahti 1998.			InsSSk		
6	6	1	1	1	1	tongue / kieli	Skolt Saami	107	njuhččâm		2	b	FU		*ńi̮kćimi (Sammallahti) Aikio 2015 rejects Samoyedic equivalents,  UEW has Samoyedic connection	UEW, Aikio 2015, Sammallahti 1998.			SKosSk		
6	6	1	1	1	1	tongue / kieli	Kildin Saami	108	njuxčem’		2	b	FU		*ńi̮kćimi (Sammallahti) Aikio 2015 rejects Samoyedic equivalents,  UEW has Samoyedic connection	UEW, Aikio 2015, Sammallahti 1998.			WOLD		
6	6	1	1	1	1	tongue / kieli	Standard Finnish	203	kieli		1	a	U		*kele or *kēle. Compare to Turkic	SSA, NES, UEW, EES			-		
6	6	1	1	1	1	tongue / kieli	Karelian Proper	204	kieli		1	a	U		*kele or *kēle. Compare to Turkic	SSA, NES, UEW, EES			KKSV		
6	6	1	1	1	1	tongue / kieli	Veps	207	kelʹ		1	a	U		*kele or *kēle. Compare to Turkic	SSA, NES, UEW, EES			VVS		
6	6	1	1	1	1	tongue / kieli	Ingrian	208	kēli		1	a	U		*kele or *kēle. Compare to Turkic	SSA, NES, UEW, EES			InkmSk		
6	6	1	1	1	1	tongue / kieli	Western Votic	209	tšēli		1	a	U		*kele or *kēle. Compare to Turkic	SSA, NES, UEW, EES			VKJMS		
6	6	1	1	1	1	tongue / kieli	Standard Estonian	210	keel		1	a	U		*kele or *kēle. Compare to Turkic	SSA, NES, UEW, EES			SVSk		
6	6	1	1	1	1	tongue / kieli	Võro South Estonian	211	kiil'		1	a	U		*kele or *kēle. Compare to Turkic	SSA, NES, UEW, EES			VESr		
6	6	1	1	1	1	tongue / kieli	Courland Livonian	212	kēlʹ		1	a	U		*kele or *kēle. Compare to Turkic	SSA, NES, UEW, EES			LivWb		
6	6	1	1	1	1	tongue / kieli	Erzya	301	kelʹ		1	a	U		*kele or *kēle. Compare to Turkic	SSA, NES, UEW, EES			MordWb		
6	6	1	1	1	1	tongue / kieli	Meadow Mari	401	jə̑lme		3	c	FU		*ńälmä	Zaizc2006, Tesz, UEW			SMSk, TscherWb		
6	6	1	1	1	1	tongue / kieli	Komi-Zyrian	501	ki̮v		1	a	U		*kele or *kēle. Compare to Turkic	SSA, NES, UEW, EES			SyrjWsch		
6	6	1	1	1	1	tongue / kieli	Komi-Permyak	503	ki̮v		1	a	U		*kele or *kēle. Compare to Turkic	SSA, NES, UEW, EES			KoPRSl		
6	6	1	1	1	1	tongue / kieli	Udmurt	504	ki̮l		1	a	U		*kele or *kēle. Compare to Turkic	SSA, NES, UEW, EES			WotjWsch		
6	6	1	1	1	1	tongue / kieli	Hungarian	601	nyelv		3	c	FU		*ńälmä	Zaizc2006, Tesz, UEW			FMSz		
6	6	1	1	1	1	tongue / kieli	Sosva Mansi	701	ńēləm ~ ńēlm		3	c	FU		*ńälmä	Zaizc2006, Tesz, UEW			WogWb		
6	6	1	1	1	1	tongue / kieli	Vakh-Vasyugan Khanty	807	ńäləm		3	c	FU		*ńälmä	Zaizc2006, Tesz, UEW			DEWbOstj		
6	6	1	1	1	1	tongue / kieli	Tundra Nenets	902	nya°myu		4	d			From compound "nyah" 'mouth', "myu" 'inside'				JurSWb		
6	6	1	1	1	1	tongue / kieli	Selkup	907	śē		1	a	U		*kele or *kēle. Compare to Turkic	SSA, NES, UEW, EES			SölkWb		
7	7	1	1	1	1	blood / veri	Proto-Uralic*	0	*weri		1	a						PFU: *wiri	UEW, Sam88		
7	7	1	1	1	1	blood / veri	South Saami	101	vïrre		1	a	FU		*wire Sammallahti 1988 *weri	SSA, NES, UEW, Sammallahti 1998, EES			NSsNdb		
7	7	1	1	1	1	blood / veri	Ume Saami	102	varra		1	a	FU		*wire Sammallahti 1988 *weri	SSA, NES, UEW, Sammallahti 1998, EES			WbWlap		
7	7	1	1	1	1	blood / veri	Pite Saami	104	varra		1	a	FU		*wire Sammallahti 1988 *weri	SSA, NES, UEW, Sammallahti 1998, EES					
7	7	1	1	1	1	blood / veri	North Saami	105	varra		1	a	FU		*wire Sammallahti 1988 *weri	SSA, NES, UEW, Sammallahti 1998, EES			SSSg		
7	7	1	1	1	1	blood / veri	Inari Saami	106	vorra		1	a	FU		*wire Sammallahti 1988 *weri	SSA, NES, UEW, Sammallahti 1998, EES			InsSSk		
7	7	1	1	1	1	blood / veri	Skolt Saami	107	võrr		1	a	FU		*wire Sammallahti 1988 *weri	SSA, NES, UEW, Sammallahti 1998, EES			SKosSk		
7	7	1	1	1	1	blood / veri	Kildin Saami	108	vērr		1	a	FU		*wire Sammallahti 1988 *weri	SSA, NES, UEW, Sammallahti 1998, EES			WOLD		
7	7	1	1	1	1	blood / veri	Standard Finnish	203	veri		1	a	FU		*wire Sammallahti 1988 *weri	SSA, NES, UEW, Sammallahti 1998, EES			-		
